10, 1.4360387, 10, 1.0194143
20, 1.3059688, 20, 1.0794709
30, 1.2609754, 30, 1.0950130
40, 1.2382483, 40, 1.1019143
50, 1.2245476, 50, 1.1057731
60, 1.2153887, 60, 1.1082278
70, 1.2088348, 70, 1.1099231
80, 1.2039135, 80, 1.1111624
90, 1.2000818, 90, 1.1121074
100, 1.1970145, 100, 1.1128515
