10, -4.635421
20, -0.238762
30, -2.177793
40, -1.937040
50, -0.549501
60, -1.322193
70, -1.640320
80, 0.489285
90, 0.538694
100, 0.471555
110, 0.449026
120, 0.439513
130, 0.434638
140, 0.431769
150, 0.429926
160, 0.428656
170, 0.427755
180, 0.427052
190, 0.426543
200, 0.426116
210, 0.425801
220, 0.425527
230, 0.425288
240, 0.425100
250, 0.424945
260, 0.424804
270, 0.424682
280, 0.424581
290, 0.424482
